"fileid","order","species","common_name","study_site","captivity","sex","age","measure","data_location","countbinary","repeat_group","groupid","matrix_edgelist","edgelist_time_meaning","note","full_citation","number_individuals","number_interactions","interactions_per_individual","proportion_unknown","dci","ttri","ds_steepness","modified_landaus_h"
"Lee_2018a","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Supplemental Data","Count","No","Mus_musculus25","Matrix","","CD1 outbred mice","Lee W et al, 2018, Foraging dynamics are associated with social status and context in mouse social hierarchies, PeerJ 6:e5617",12,440,36.6666666666667,0.227272727272727,0.940909090909091,0.915789473684211,0.582623626373626,0.698772727272727
"Lee_2018b","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Supplemental Data","Count","No","Mus_musculus26","Matrix","","CD1 outbred mice","Lee W et al, 2018, Foraging dynamics are associated with social status and context in mouse social hierarchies, PeerJ 6:e5617",12,304,25.3333333333333,0.272727272727273,0.940789473684211,0.8,0.490722240722241,0.626332167832168
"Lee_2018c","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Supplemental Data","Count","No","Mus_musculus27","Matrix","","CD1 outbred mice","Lee W et al, 2018, Foraging dynamics are associated with social status and context in mouse social hierarchies, PeerJ 6:e5617",12,296,24.6666666666667,0.166666666666667,0.844594594594595,0.886792452830189,0.560436001196871,0.681897902097902
"Lee_2018d","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Supplemental Data","Count","No","Mus_musculus28","Matrix","","CD1 outbred mice","Lee W et al, 2018, Foraging dynamics are associated with social status and context in mouse social hierarchies, PeerJ 6:e5617",12,548,45.6666666666667,0.121212121212121,0.901459854014598,0.938461538461539,0.655092467208836,0.785948951048951
"Lee_2018e","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Supplemental Data","Count","No","Mus_musculus29","Matrix","","CD1 outbred mice","Lee W et al, 2018, Foraging dynamics are associated with social status and context in mouse social hierarchies, PeerJ 6:e5617",12,470,39.1666666666667,0.151515151515152,0.842553191489362,0.849056603773585,0.556184760752068,0.698876923076923
"Lee_2019a","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Data Repository","Count","No","Mus_musculus45","Matrix","","CD1 outbred mice","Lee W et al 2019, Social status in mouse social hierarchies is associated with variation in oxytocin and vasopressin 1a receptor densities, Hormones & Behavior 114: 104551.",12,1252,104.333333333333,0.0454545454545455,0.845047923322684,1,0.760645757117351,0.891606293706294
"Lee_2019b","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Data Repository","Count","No","Mus_musculus46","Matrix","","CD1 outbred mice","Lee W et al 2019, Social status in mouse social hierarchies is associated with variation in oxytocin and vasopressin 1a receptor densities, Hormones & Behavior 114: 104551.",12,932,77.6666666666667,0.212121212121212,0.94206008583691,0.96,0.577105047452244,0.83191958041958
"Lee_2019c","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Data Repository","Count","No","Mus_musculus47","Matrix","","CD1 outbred mice","Lee W et al 2019, Social status in mouse social hierarchies is associated with variation in oxytocin and vasopressin 1a receptor densities, Hormones & Behavior 114: 104551.",12,314,26.1666666666667,0.166666666666667,0.923566878980892,0.963636363636364,0.645320704936089,0.738681818181818
"Lee_2019d","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Data Repository","Count","No","Mus_musculus48","Matrix","","CD1 outbred mice","Lee W et al 2019, Social status in mouse social hierarchies is associated with variation in oxytocin and vasopressin 1a receptor densities, Hormones & Behavior 114: 104551.",12,344,28.6666666666667,0.227272727272727,0.877906976744186,0.752577319587629,0.475718630042441,0.597916083916084
"Lee_2019e","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Data Repository","Count","No","Mus_musculus49","Matrix","","CD1 outbred mice","Lee W et al 2019, Social status in mouse social hierarchies is associated with variation in oxytocin and vasopressin 1a receptor densities, Hormones & Behavior 114: 104551.",12,293,24.4166666666667,0.318181818181818,0.877133105802048,0.866666666666667,0.438664521752757,0.61603006993007
"Lott_1979","Artiodactyla","Bison_bison","American bison","USA","Natural","M","Adult","Aggressive Interactions","Tb1","Count","No","Bison_bison1","Matrix","","","Lott, D. F. 1979 Dominance relations and breeding rate in mature male American bison. Ethology 49, 418-432.",26,897,34.5,0.316923076923077,0.687848383500557,0.640449438202247,0.350336026600326,0.317085606837607
"Lott_1987","Artiodactyla","Bison_bison","American bison","USA","Captive","F","Adult","Aggressive Interaction","Tb1","Count","No","Bison_bison2","Matrix","","","Lott, D. F. & Galland, J. C. 1987 Body mass as a factor influencing dominance status in American bison cows. J. Mammal. 68, 683-685.",11,129,11.7272727272727,0.254545454545455,0.937984496124031,1,0.581267217630854,0.700634545454545
"Lu_2008a","Primates","Semnopithecus_entellus","Hanuman langur","India","Natural","F","Adult","Initiated Aggression","Fig1c(1)","Count","Yes","Semnopithecus_entellus1","Matrix","","Before rank change","Lu, A., Koenig, A. & Borries, C. 2008 Formal submission, tolerance and socioecological models: a test with female Hanuman langurs. Anim. Behav. 76, 415-428.",13,324,24.9230769230769,0.102564102564103,0.888888888888889,0.899497487437186,0.74123829467236,0.778304395604396
"Lu_2008b","Primates","Semnopithecus_entellus","Hanuman langur","India","Natural","F","Adult","Initiated Aggression","Fig1c(2)","Count","Yes","Semnopithecus_entellus1","Matrix","","After rank change","Lu, A., Koenig, A. & Borries, C. 2008 Formal submission, tolerance and socioecological models: a test with female Hanuman langurs. Anim. Behav. 76, 415-428.",13,364,28,0.166666666666667,0.906593406593407,0.974358974358974,0.676520162001988,0.797227472527473
"Malherbe_2007","Rodentia","Cryptomys_hottentotus_pretoriae","Highveld mole rat","South Africa","Captive","MF","Adult","Pass overs","Tbl1","Count","No","Cryptomys_hottentotus_pretoriae1","Matrix","","","Malherbe, G. P., & Bennett, N. C. (2007). An assessment of behavioural dominance in a social subterranean rodent, Cryptomys hottentotus pretoriae, using the cardinal dominance index method. African Zoology, 42(2), 187–198.",7,893,127.571428571429,0,0.592385218365062,1,0.714430903817577,1
"Marler_1955","Passeriformes","Fringilla_coelebs","Chaffinch","England","Captive","MF","Adult","Food Encounter","Tb1b","Count","No","Fringilla_coelebs1","Matrix","","","Marler, P. 1955 Studies of fighting in chaffinches (1) Behaviour in relation to the social hierarchy. Anim. Behav. 3, 111-117.",8,197,24.625,0,1,1,1,1
"Masure_1934","Columbiformes","Columba_livia","Rock dove","USA","Captive","F","Adult","Peck-Dominance","Tb3","Count","No","Columba_livia1","Matrix","","","Masure, R. H. & Allee, W. C. 1934 The social order in flocks of the common chicken and the pigeon. Auk 51, 306-327.",7,1474,210.571428571429,0,0.465400271370421,0.84,0.540948992754492,0.785714285714286
"Masure_1934a","Galliformes","Gallus_gallus_domesticus","Brown leghorn chicken","USA","Captive","F","Non-Adult","Pecks","Tb1","Binary","No","Gallus_gallus_domesticus3","Matrix","","","Masure, R. H. & Allee, W. C. 1934 The social order in flocks of the common chicken and the pigeon. Auk 51, 306-327.",13,NA,6,0,NA,0.986013986013986,NA,0.989010989010989
"Masure_1934b","Galliformes","Gallus_gallus_domesticus","Brown leghorn chicken","USA","Captive","M","Adult","Pecks","Tb2","Binary","No","Gallus_gallus_domesticus4","Matrix","","","Masure, R. H. & Allee, W. C. 1934 The social order in flocks of the common chicken and the pigeon. Auk 51, 306-327.",11,NA,4.72727272727273,0.0545454545454545,NA,0.914893617021276,NA,0.868330909090909
"Mather_1985","Octopoda","Eledone_moschata","Curled octopus","France","Captive","MF","Adult","Interaction Sequence","Tb1","Count","No","Eledone_moschata1","Matrix","","","Mather JA. 1985 Behavioural interactions and activity of captive Eledone moschata: laboratory investigations of a ‘social’ octopus. Anim. Behav. 33, 1138–1144. (doi:10.1016/S0003-3472(85)80173-1)",6,98,16.3333333333333,0,0.73469387755102,1,0.795863678804856,1
"Matsuda_2012","Primates","Nasalis_larvatus","Proboscis monkeys","Malaysia","Natural","MF","Mixed","Agonistic Behavior: mainly displacements","Fig2","Count","No","Nasalis_larvatus1","Matrix","","","Matsuda, I., Tuuga, A., Bernard, H., & Furuichi, T. (2012). Inter-individual relationships in proboscis monkeys: a preliminary comparison with other non-human primates. Primates, 53(1), 13-23.",10,39,3.9,0.533333333333333,0.846153846153846,1,0.303896103896104,0.50233696969697
"McCune_2019a","Passeriformes","Aphelocoma_wollweberi","Mexican jays","USA","Natural","MF","Adult","Social dominance","Supplemental Data","Count","No","Aphelocoma_wollweberi1","Edgelist","","","McCune, K. B., Jablonski, P., Lee, S. I., & Ha, R. R. (2019). Captive jays exhibit reduced problem-solving performance compared to wild conspecifics. Royal Society open science, 6(1), 181311.",7,201,28.7142857142857,NA,NA,NA,NA,NA
"McCune_2019c","Passeriformes","Aphelocoma_wollweberi","Mexican jays","USA","Natural","MF","Adult","Social dominance","Supplemental Data","Count","No","Aphelocoma_wollweberi3","Edgelist","","","McCune, K. B., Jablonski, P., Lee, S. I., & Ha, R. R. (2019). Captive jays exhibit reduced problem-solving performance compared to wild conspecifics. Royal Society open science, 6(1), 181311.",8,163,20.375,NA,NA,NA,NA,NA
"McCune_2019d","Passeriformes","Aphelocoma_wollweberi","Mexican jays","USA","Natural","MF","Adult","Social dominance","Supplemental Data","Count","No","Aphelocoma_wollweberi4","Edgelist","","","McCune, K. B., Jablonski, P., Lee, S. I., & Ha, R. R. (2019). Captive jays exhibit reduced problem-solving performance compared to wild conspecifics. Royal Society open science, 6(1), 181311.",8,151,18.875,NA,NA,NA,NA,NA
"McCune_2019e","Passeriformes","Aphelocoma_wollweberi","Mexican jays","USA","Natural","MF","Adult","Social dominance","Supplemental Data","Count","No","Aphelocoma_wollweberi5","Edgelist","","","McCune, K. B., Jablonski, P., Lee, S. I., & Ha, R. R. (2019). Captive jays exhibit reduced problem-solving performance compared to wild conspecifics. Royal Society open science, 6(1), 181311.",7,80,11.4285714285714,NA,NA,NA,NA,NA
"McCune_2019f","Passeriformes","Aphelocoma_wollweberi","Mexican jays","USA","Natural","MF","Adult","Social dominance","Supplemental Data","Count","No","Aphelocoma_wollweberi6","Edgelist","","","McCune, K. B., Jablonski, P., Lee, S. I., & Ha, R. R. (2019). Captive jays exhibit reduced problem-solving performance compared to wild conspecifics. Royal Society open science, 6(1), 181311.",8,53,6.625,NA,NA,NA,NA,NA
"McDougall_2010","Primates","Chlorocebus_pygerythrus","Vervet monkey","South Africa","Natural","MF","Mixed","Decided Agonistic Interaction","Tb1","Count","No","Chlorocebus_pygerythrus4","Matrix","","","McDougall, P. L. (2010). An examination of social arousal and its implications for social congnition in the South African vervet monkey (Doctoral dissertation, Lethbridge, Alta.: University of Lethbridge, Dept. of Psychology, c2010).",22,1048,47.6363636363636,0.155844155844156,0.92175572519084,0.982551799345692,0.723225865613833,0.700115640880858
"McMahan_1984","Primates","Papio_cynocephalus","Yellow baboon","USA","Captive","F","Adult","Bite,Chase,Displace","Tb1","Count","No","Papio_cynocephalus7","Matrix","","","McMahan, C. A. & Morris, M. D. 1984 Application of maximum likelihood paired comparison ranking to estimation of a linear dominance hierarchy in animal societies. Anim. Behav. 32, 374-378.",10,91,9.1,0.177777777777778,0.89010989010989,0.777777777777778,0.604040404040404,0.521984242424242
"Miller_2010a","Diprotodontia","Macropus_giganteus","Eastern grey kangaroo","Australia","Captive","M","Adult","Agonistic interactions","Douglas_et_al_2017","Count","No","Macropus_giganteus1","Matrix","","","Miller, E. J., Eldridge, M. D. B., Cooper, D. W., & Herbert, C. A. (2010). Dominance, body size and internal relatedness influence male reproductive success in eastern grey kangaroos (Macropus giganteus). Reproduction, Fertility and Development, 22(3), 539–549. ",6,81,13.5,0.2,0.925925925925926,1,0.68952380952381,0.802102857142857
"Miller_2010b","Diprotodontia","Macropus_giganteus","Eastern grey kangaroo","Australia","Captive","M","Adult","Agonistic interactions","Douglas_et_al_2017","Count","No","Macropus_giganteus2","Matrix","","","Miller, E. J., Eldridge, M. D. B., Cooper, D. W., & Herbert, C. A. (2010). Dominance, body size and internal relatedness influence male reproductive success in eastern grey kangaroos (Macropus giganteus). Reproduction, Fertility and Development, 22(3), 539–549. ",9,227,25.2222222222222,0.0555555555555556,0.894273127753304,1,0.829814167314167,0.933241666666667
"Miller_2010c","Diprotodontia","Macropus_giganteus","Eastern grey kangaroo","Australia","Captive","M","Adult","Agonistic interactions","Douglas_et_al_2017","Count","No","Macropus_giganteus3","Matrix","","","Miller, E. J., Eldridge, M. D. B., Cooper, D. W., & Herbert, C. A. (2010). Dominance, body size and internal relatedness influence male reproductive success in eastern grey kangaroos (Macropus giganteus). Reproduction, Fertility and Development, 22(3), 539–549. ",6,175,29.1666666666667,0,0.828571428571429,0.75,0.861422346716464,0.8
"Moller_1987a","Passeriformes","Passer_domesticus","House sparrow","Denmark","Natural","M","Mixed","Aggressive Interactions with retreat","Tb1","Count","No","Passer_domesticus1","Matrix","","","Moller, A. 1987 Variation in badge size in male house sparrows Passer domesticus: evidence for status signalling. Anim. Behav. 35, 1637-1644.",13,429,33,0.307692307692308,0.925407925407925,1,0.504207070811198,0.747120879120879
"Moller_1987b","Passeriformes","Passer_domesticus","House sparrow","Denmark","Captive","M","Mixed","Aggressive Interactions with retreat","Tb2","Count","No","Passer_domesticus2","Matrix","","","Moller, A. 1987 Variation in badge size in male house sparrows Passer domesticus: evidence for status signalling. Anim. Behav. 35, 1637-1644.",10,690,69,0.0444444444444444,0.933333333333333,1,0.911507544880127,0.945941818181818
"Moller_1987c","Passeriformes","Passer_domesticus","House sparrow","Denmark","Captive","M","Mixed","Aggressive Interactions with retreat","Tb3","Count","No","Passer_domesticus3","Matrix","","","Moller, A. 1987 Variation in badge size in male house sparrows Passer domesticus: evidence for status signalling. Anim. Behav. 35, 1637-1644.",14,578,41.2857142857143,0.395604395604396,1,1,0.378963893249607,0.576307692307692
"Monnin_1999","Hymenoptera","Dinoponera_quadriceps","Ponerinae ant","Brazil","Captive","F","Mixed","Agonistic Interactions","Tb1","Count","No","Dinoponera_quadriceps1","Matrix","","","Monnin, T. & Peeters, C. 1999 Dominance hierarchy and reproductive conflicts among subordinates in a monogynous queenless ant. Behav. Ecol. 10, 323-332.",6,135,22.5,0.2,0.822222222222222,1,0.521678004535147,0.538857142857143
"Moore_1978a","Primates","Papio_anubis","Olive baboon","Tanzania","Natural","F","Adult","Submission","Fig1","Count","Yes","Papio_anubis1","Matrix","","","Moore, J. (1978). Dominance relations among free-ranging female baboons in Gombe National Park, Tanzania. Recent advances in primatology I (DJ Chivers. & J. Herbert, eds). Academic Press, London, 67-70.",12,589,49.0833333333333,0.0606060606060606,0.972835314091681,1,0.8759593595554,0.890932867132867
